90
30
92      67      90      72      10      87      83      77      53      70
70      83      50      73      96      71      19      67      99      75
64      65      37      21      65      25      29      7       65      12
60      49      70      41      28      98      60      42      58      15
84      30      95      88      7       55      94      74      29      94
11      41      87      24      95      72      61      20      92      38
39      58      6       89      14      20      28      39      54      78
78      65      9       66      62      77      4       78      6       20
81      6       87      15      42      72      4       80      73      24
17      13      28      6       26      93      34      55      15      52
70      98      92      78      78      43      31      15      72      58
55      61      94      66      71      67      97      63      7       41
67      29      99      85      54      66      46      42      23      50
94      60      51      18      72      98      37      38      13      91
79      22      97      57      96      67      42      43      41      50
37      41      14      3       40      54      47      45      91      91
54      77      49      7       75      0       58      89      93      56
8       32      2       94      79      70      16      10      84      67
57      81      94      93      99      76      19      35      28      53
88      95      9       41      93      96      20      46      80      8
0       13      76      73      82      31      43      37      40      67
22      82      2       28      71      70      78      51      69      10
75      71      14      56      69      71      47      44      71      93
33      33      89      81      93      8       93      7       26      34
63      14      54      1       25      86      84      91      54      49
56      57      85      83      79      78      72      48      68      42
86      63      70      8       40      60      72      79      73      33
3       20      26      15      53      24      20      91      4       46
64      81      90      14      55      24      89      96      50      67
62      15      14      34      34      12      87      24      41      7
82      7       95      69      41      3       76      44      62      61
22      53      51      16      18      10      9       89      11      41
55      80      95      76      65      12      77      14      48      37
41      39      64      22      38      91      98      0       4       18
0       77      26      41      68      1       76      7       99      85
6       85      95      22      10      29      53      74      0       1
98      83      9       91      51      14      1       18      42      22
52      62      71      59      5       35      90      91      17      5
33      50      69      14      63      17      13      62      40      90
83      85      44      25      81      1       98      46      76      37
6       15      27      38      18      68      53      15      84      71
28      47      35      74      13      19      52      13      17      38
35      20      53      45      76      69      48      34      13      34
75      27      59      30      20      23      19      87      43      88
84      67      23      84      42      43      22      78      90      68
93      72      64      52      66      48      27      15      42      18
31      10      16      89      53      59      74      61      41      45
58      31      57      71      31      98      92      38      89      55
34      57      72      49      68      86      39      19      66      25
74      73      14      16      50      47      73      73      64      45
90      2       71      83      98      5       49      30      72      5
94      73      67      53      71      15      30      29      29      5
75      22      32      44      22      18      13      25      54      4
87      80      72      40      31      3       14      1       84      61
15      85      56      40      90      63      59      31      50      18
18      56      38      21      40      51      33      46      11      14
47      53      34      59      44      15      29      28      58      29
59      16      58      24      21      16      20      47      44      31
46      43      49      20      14      26      24      10      41      51
47      16      36      15      18      13      20      31      45      15
42      31      21      53      58      42      23      11      14      53
56      16      57      10      53      11      32      19      21      11
48      10      19      25      40      43      56      53      20      48
56      32      17      17      13      52      42      13      29      37
2375    5305    3067    1141    5881    4215    2801    1154    1049    4205
4572    1668    5032    1491    1453    5719    3439    1739    4060    1183
2352    4861    4586    2631    5227    1135    4784    4732    1585    3492
137     122     87      125     120     47      42      157     60      134
35      120     185     86      110     115     184     107     188     96
82      68      161     123     36      49      178     179     108     90
